docid,sentences,words,syllables,letters,unique,ttr,flesch-adap,coleman,flesch-gradelevel,ari,awl,awlstd,psfl,zh,wiki,brescola
netb-11b55f,6,58,132,299,37,0.6379310345,46.4854023,11.45034483,15.03517241,7.684195402,5.155172414,3.575788913,s,s,d,d
netb-11b565,7,53,105,284,34,0.641509434,60.44428571,11.79849057,12.42571429,7.594204852,5.358490566,3.696476342,s,d,d,s
netb-11b573,6,235,583,1363,124,0.5276595745,-0.7991666667,17.54825532,28.95904255,25.47133333,5.8,4.289323708,d,d,d,s
netb-11b5a4,3,42,97,208,28,0.6666666667,39.23928571,11.20571429,17.12238095,8.895714286,4.952380952,3.373230619,s,s,s,d
netb-11b5ab,1,73,159,364,45,0.6164383562,-9.525753425,13.1139726,38.58136986,38.55547945,4.98630137,3.578831028,s,d,s,s
netb-11b5bc,6,182,424,1006,89,0.489010989,17.20423221,15.72571429,24.08786517,19.77106227,5.527472527,3.699838605,s,d,d,s
netb-11b5e0,3,72,191,445,52,0.7222222222,0.05,19.30833333,25.07277778,19.68041667,6.180555556,4.147711514,s,d,s,d
netb-11b5e8,3,77,183,427,60,0.7792207792,19.41377193,15.65402597,22.70315789,17.52242424,5.545454545,3.641554736,s,d,s,d
netb-11b5fa,7,47,106,251,38,0.8085106383,43.03,11.19319149,14.71269841,7.080547112,5.340425532,3.302330549,s,s,d,d
netb-11b61b,3,65,141,324,43,0.6615384615,43.32641026,12.14338462,18.45692308,12.88087179,4.984615385,3.575524954,s,d,s,d
netb-11b61f,2,45,108,259,33,0.7333333333,22.9575,16.72711111,21.505,16.92866667,5.755555556,4.153475415,s,s,s,d
netb-11b625,3,45,117,268,34,0.7555555556,13.65,17.24533333,20.94,14.12066667,5.955555556,3.898464402,s,s,s,d
netb-11b64c,31,168,316,734,110,0.6547619048,84.20578341,4.428095238,8.718786482,1.857891705,4.369047619,2.458124343,s,d,s,s
netb-11b6bd,7,62,111,266,45,0.7258064516,88.38370968,6.08516129,8.990092166,3.205990783,4.290322581,2.784676368,s,s,s,s
netb-11b6e3,13,158,369,839,88,0.5569620253,36.54346154,12.98810127,17.00153846,9.657619279,5.310126582,3.584251592,d,s,s,d
netb-11b710,2,70,164,368,46,0.6571428571,15.10428571,14.26628571,25.70571429,20.83114286,5.257142857,4.461536296,s,d,s,s
netb-11b727,4,60,120,271,44,0.7333333333,64.41,8.784666667,13.86,7.3435,4.516666667,3.180627122,s,d,s,d
netb-11b730,7,75,160,378,54,0.72,55.18608108,11.07253333,14.04637066,7.665542857,5.04,3.121708934,s,d,s,d
netb-11b785,8,210,487,1103,104,0.4952380952,21.84903963,13.95638095,22.43594512,16.43371429,5.252380952,3.747776363,d,d,s,s
netb-11b79f,3,67,149,344,42,0.6268656716,38.02636816,13.06447761,19.36179104,13.91935323,5.134328358,3.389604487,d,d,s,d
netb-11b7a2,1,227,448,1073,140,0.6167400881,-146.7413636,11.86361233,94.23909091,114.3335683,4.726872247,2.844785073,s,d,d,s
netb-11b7a3,5,106,248,595,78,0.7358490566,25.98453846,15.80943396,20.66046154,15.60820755,5.613207547,3.888955709,s,d,s,d
netb-11b7b7,1,138,244,582,76,0.5507246377,-40.89445255,8.783768116,58.85605839,67.43391304,4.217391304,2.314851642,s,d,s,s
netb-11b7bb,2,53,114,281,37,0.6981132075,36.97576923,14.25811321,20.41923077,16.79188679,5.301886792,3.709167153,s,d,s,d
netb-11b7ee,19,136,288,696,84,0.6176470588,57.20160287,10.15647059,12.86492823,6.253065015,5.117647059,3.541889707,s,d,s,d
netb-11b7f6,4,72,174,407,55,0.7638888889,26.115,15.79388889,19.94666667,14.19458333,5.652777778,3.898574249,s,d,s,d
netb-11b80a,4,61,139,330,45,0.737704918,37.62,14.06885246,17.59666667,11.67532787,5.409836066,3.241013043,s,d,s,d
netb-11b81a,2,45,105,234,33,0.7333333333,28.5975,13.46044444,20.71833333,14.312,5.2,3.442221505,s,s,s,d
netb-11b838,11,122,299,722,87,0.7131147541,28.61710744,16.32918033,17.85867769,11.98938897,5.918032787,4.249571172,s,d,d,d
netb-11b85e,5,58,143,346,33,0.5689655172,28.47824138,16.72551724,18.02710345,12.46758621,5.965517241,3.917095675,s,s,s,d
netb-11b85f,9,128,297,683,79,0.6171875,38.10100694,13.4940625,17.33635417,10.81337674,5.3359375,3.719201325,s,s,d,d
netb-11b884,21,132,241,535,82,0.6212121212,87.99590909,3.322727273,8.405367965,0.8026298701,4.053030303,2.478129775,s,d,s,s
netb-11b8bc,5,59,134,318,37,0.6271186441,44.71562712,13.38372881,15.812,9.856101695,5.389830508,3.750782739,s,s,s,d
netb-11b8c3,4,59,128,296,36,0.6101694915,50.32476695,11.69288136,15.7625,9.574830508,5.016949153,3.336960585,s,s,s,d
netb-11b8f8,7,37,77,168,29,0.7837837838,67.41054054,5.298378378,11.02818533,2.598803089,4.540540541,2.973709982,s,s,s,d
netb-11b8fe,8,160,336,809,97,0.60625,48.87988924,12.45075,17.20617089,12.3849375,5.05625,3.50400998,s,d,d,s
netb-11b90e,6,73,159,368,48,0.6575342466,52.22007991,11.40876712,14.85636986,8.396894977,5.04109589,3.481608651,s,s,s,d
netb-11b929,12,115,264,618,73,0.6347826087,43.27671053,12.70991304,15.44131579,8.672797101,5.373913043,3.559337675,s,d,d,d
netb-11b934,7,41,95,224,27,0.6585365854,46.86560976,11.27121951,14.03574913,7.231254355,5.463414634,3.186079179,s,d,s,d
netb-11b93a,8,169,369,856,88,0.5207100592,39.71712349,12.58153846,18.73262048,12.98906805,5.065088757,3.798383356,d,d,s,s
netb-11b94a,3,95,182,412,50,0.5263157895,53.23166667,8.765894737,19.47680851,14.82985965,4.336842105,3.147632448,s,d,s,s
netb-11b94d,17,157,363,821,79,0.5031847134,40.2260084,11.74318471,15.75722689,7.817647059,5.229299363,3.385756248,s,d,s,d
netb-11b961,12,374,833,1930,207,0.5534759358,28.35297699,13.59358289,22.88477882,18.45894831,5.160427807,3.855815225,d,d,d,s
netb-11b97f,4,88,193,447,43,0.4886363636,37.15436047,12.72227273,19.27639535,13.49465909,5.079545455,3.702645218,s,d,s,s
netb-11b9b5,4,79,161,410,46,0.582278481,48.19575,13.21772152,17.05316667,12.8893038,5.189873418,3.677079019,s,s,s,d
netb-11b9c0,11,200,483,1134,115,0.575,24.19227273,15.9116,20.21484848,14.36660909,5.67,3.82244686,d,d,s,d
netb-11b9c8,3,47,110,259,35,0.7446808511,30.96731884,14.71319149,18.6073913,12.35843972,5.510638298,3.723829763,s,s,s,d
netb-11b9dd,6,43,94,219,30,0.6976744186,56.62129845,10.01674419,13.00034884,6.141472868,5.093023256,3.469561687,s,d,d,d
netb-11b9df,3,74,164,388,53,0.7162162162,36.30644144,13.83027027,20.18135135,15.59900901,5.243243243,3.711963168,s,d,s,d
netb-11b9e6,15,265,529,1264,140,0.5283018868,60.87364766,10.57101887,14.98260076,9.869144654,4.769811321,3.122020687,s,d,s,s
netb-11ba16,3,67,152,342,51,0.7611940299,34.23830846,12.88895522,19.89014925,13.77875622,5.104477612,3.305961726,s,d,d,d
netb-11ba22,8,76,173,405,39,0.5131578947,46.61618421,12.41842105,14.97552632,8.419342105,5.328947368,3.536978185,s,s,s,d
netb-11ba27,4,74,187,452,51,0.6891891892,16.27101351,18.51567568,21.44391892,16.58918919,6.108108108,3.804576077,s,d,s,d
netb-11ba28,4,72,154,348,48,0.6666666667,49.615,10.97555556,16.66888889,10.335,4.833333333,3.122498999,s,d,s,d
netb-11ba33,2,95,233,550,66,0.6947368421,-6.870131579,17.61894737,31.87605263,29.58842105,5.789473684,3.340011777,s,d,s,d
netb-11ba3c,5,54,115,270,41,0.7592592593,57.70633333,10.85925926,13.75162963,7.52,5,3.584947957,s,s,d,d
netb-11ba40,5,83,194,442,50,0.6024096386,34.24624096,13.72963855,18.46472289,11.95216867,5.325301205,3.957936769,s,d,s,d
netb-11ba5d,1,53,118,273,31,0.5849056604,6.685283019,13.9290566,31.35169811,29.3309434,5.150943396,3.43893482,s,d,s,s
netb-11bac6,10,124,271,681,75,0.6048387097,45.6,14.10548387,15.73833333,10.63701613,5.491935484,4.354263702,s,s,d,d
netb-11bb09,16,263,603,1343,139,0.5285171103,36.82264009,12.42524715,18.03394397,10.84019487,5.106463878,3.619244618,d,d,d,d
netb-11bb16,5,116,281,668,80,0.6896551724,17.16142105,16.78482759,22.38796491,17.29310345,5.75862069,3.920812481,s,s,d,d
netb-11bb1b,5,53,123,289,40,0.7547169811,38.16746154,13.47018868,16.37753846,9.552830189,5.452830189,3.714154658,s,s,d,d
netb-11bb8a,3,85,191,457,65,0.7647058824,28.05071429,14.76894118,22.16095238,18.05984314,5.376470588,3.61687701,s,d,s,s
netb-11bb91,14,338,702,1630,174,0.5147928994,47.72142857,11.33017751,18.42357143,13.3553339,4.822485207,3.599535273,d,d,d,s
netb-11bb92,7,380,832,1980,202,0.5315789474,7.81547619,14.29263158,31.44248677,30.25443609,5.210526316,4.001696316,d,d,d,s
netb-11bbdc,7,175,388,918,114,0.6514285714,34.95672414,13.8608,20.41692939,15.77731429,5.245714286,3.642945657,s,d,s,d
netb-11bc25,36,214,510,1211,149,0.6962616822,39.33890985,12.49476636,15.09345912,8.195539979,5.658878505,3.54022158,d,d,s,d
netb-11bc61,3,66,144,321,39,0.5909090909,41.92318182,11.45272727,18.73545455,12.47772727,4.863636364,3.356975387,s,s,s,s
netb-11bca2,3,78,187,436,55,0.7051282051,19.62192308,15.92923077,22.83974359,17.89769231,5.58974359,4.297989683,s,d,d,d
netb-11bcab,12,75,160,378,40,0.5333333333,59.65691441,9.0992,12.32851351,5.4334,5.04,3.44263465,s,s,s,s
netb-11bcb2,6,107,232,531,68,0.6355140187,47.30239097,11.72037383,16.95004673,10.8605919,4.962616822,3.751448901,s,s,s,s
netb-11bcc0,4,55,136,318,49,0.8909090909,25.68602273,16.04436364,18.95068182,12.67736364,5.781818182,2.964584344,d,d,s,d
netb-11bcc3,7,121,273,623,62,0.5123966942,40.41561983,12.76231405,17.77456907,11.4635183,5.148760331,3.58753848,s,d,s,d
netb-11bcc8,8,101,236,547,63,0.6237623762,36.4915,13.70059406,17.133,10.39111386,5.415841584,3.818317827,d,d,s,d
netb-11bce9,2,56,118,276,41,0.7321428571,39.41704545,12.12285714,20.45136364,15.78357143,4.928571429,3.539860484,s,s,s,d
netb-11bdd7,32,705,1583,3747,327,0.4638297872,35.55621902,14.10802837,19.6002278,14.61877394,5.314893617,3.646059491,d,d,d,s
netb-11be04,26,875,1945,4465,344,0.3931428571,26.4465059,13.32525714,23.7797254,19.43138022,5.102857143,3.753968241,d,d,d,s
netb-11be05,85,1908,4200,10024,817,0.428197065,38.78946612,13.77291405,19.24853462,14.53830929,5.253668763,3.613481071,d,d,d,s
netb-11be17,3,109,253,596,69,0.6330275229,14.11166667,15.53651376,26.09259259,22.49042813,5.467889908,4.00817698,s,d,d,d
netb-11be39,35,892,2046,4841,395,0.4428251121,26.81426334,14.95008969,21.63071639,16.87463965,5.427130045,3.871284339,d,d,d,s
netb-11be3e,48,1673,3863,9234,631,0.3771667663,17.15125908,15.8049731,25.33221775,21.99358064,5.519426181,3.945657358,d,d,d,s
netb-11be41,68,1594,3722,8723,485,0.3042659975,26.84385539,15.11495609,21.1748259,16.06557569,5.472396487,4.101846865,d,d,d,s
netb-11be5e,18,778,1579,3774,331,0.4254498715,31.93062049,12.03845758,25.29099567,23.0288489,4.850899743,3.325662539,d,d,d,s
netb-11bec3,35,877,1941,4581,363,0.4139110604,32.17852336,13.73281642,20.70506142,15.70120541,5.223489168,3.922306486,d,d,d,s
netb-11bec9,238,4957,10521,24729,1389,0.2802098043,46.15830882,12.11239056,17.78984244,12.48065594,4.988702844,3.511224899,d,d,d,s
netb-11beda,28,850,1840,4332,350,0.4117647059,33.07071429,13.19218824,21.95761905,17.7529479,5.096470588,3.505305124,d,d,d,s
netb-11bf18,103,2537,5381,12602,883,0.3480488766,42.29472431,12.20589673,19.25525719,14.28144253,4.967284194,3.646061724,d,d,d,s
netb-11bf33,91,3999,8284,19439,814,0.2035508877,28.71829617,12.10890723,26.00719476,23.43767376,4.860965241,3.466580226,d,d,d,s
netb-11bf45,43,1664,3616,8583,545,0.3275240385,25.01526289,13.76444712,25.19571846,22.2132663,5.158052885,3.570666424,d,d,d,s
netb-11bf55,63,1876,4144,9738,778,0.4147121535,31.06150012,13.7280597,22.15111145,17.90770552,5.190831557,3.689846778,d,d,d,s
netb-11bf9c,75,2119,4676,10896,700,0.3303445021,32.57010055,13.38757905,21.55377542,16.91571339,5.142048136,3.58344494,d,d,d,s
netb-11bfce,29,836,1874,4450,364,0.4354066986,27.59160194,14.4722488,22.32778708,18.05496535,5.322966507,3.783747516,d,d,d,s
netb-11bfdb,44,929,2150,5141,352,0.3789020452,31.4255721,15.33743811,19.97381661,15.19152216,5.533907427,3.861875415,d,d,d,s
netb-11bfe8,38,769,1685,3887,340,0.4421326398,42.492746,12.45846554,18.20491903,12.49566423,5.054616385,3.408416515,d,d,d,s
netb-11bff0,57,811,1778,4143,313,0.3859432799,48.28504864,12.15763255,15.90426264,9.745107837,5.108508015,3.900180415,d,d,d,d
netb-11bffb,43,1215,2757,6516,493,0.4057613169,27.51122333,14.68665021,22.27086489,17.95746253,5.362962963,3.718370958,d,d,d,s
netb-11c02f,54,1539,3501,8305,509,0.330734243,26.70708974,14.8920078,22.44037134,18.2368616,5.396361274,3.903000264,d,d,d,s
netb-11c052,60,2233,5005,11804,686,0.3072100313,20.47988197,14.48729064,25.44864196,22.07615689,5.286162114,3.743939268,d,d,d,s
netb-11c061,123,3051,6515,14964,753,0.2468043265,42.6996792,11.84586037,19.31184028,14.07320599,4.904621436,3.523728845,d,d,d,s
netb-11c092,50,847,1719,4040,320,0.3778040142,59.21035623,10.49893743,15.04732171,9.505643447,4.769775679,3.452512433,d,d,d,s
netb-11c0a4,38,846,1875,4472,397,0.4692671395,36.96216044,13.95243499,19.43395491,14.59888391,5.286052009,3.813745113,d,d,d,s
netb-11c0cb,95,1866,4207,9890,731,0.3917470525,36.87062828,13.85766345,18.81780698,13.35455745,5.300107181,3.685662088,d,d,d,s
netb-11c111,20,572,1201,2821,225,0.3933566434,41.39129042,12.16412587,20.41200264,16.09886364,4.931818182,3.651405733,d,d,d,s
netb-11c141,34,1036,2225,5192,433,0.417953668,34.74097007,12.69667954,21.76849215,17.4098501,5.011583012,3.642024794,d,d,d,s
netb-11c178,35,744,1714,4036,314,0.4220430108,31.89328032,14.70494624,19.93568194,14.7490553,5.424731183,4.054365917,d,d,s,s
netb-11c186,37,794,1643,3831,317,0.3992443325,49.23539501,11.19128463,17.48726265,12.02518313,4.824937028,3.46604004,d,d,d,s
netb-11c1ad,46,1302,2882,6562,445,0.341781874,31.98471336,12.78906298,21.65004281,16.46028451,5.039938556,3.674749142,d,d,s,s
netb-11c1fc,52,1273,2615,6036,377,0.2961508248,49.84951393,10.87123331,18.23185039,13.14311046,4.741555381,3.503333809,d,d,d,s
netb-11c1fd,32,618,1293,3055,305,0.4935275081,50.94475046,11.73430421,16.77066018,11.50950243,4.943365696,3.178868792,d,d,s,s
netb-11c208,58,1251,2622,6177,537,0.4292565947,48.87786145,11.86103917,17.63263606,12.61081369,4.93764988,3.308194981,d,d,s,s
netb-11c215,38,963,1974,4554,336,0.3489096573,48.61312596,10.83833853,18.58685091,13.51451058,4.728971963,3.510592439,d,d,d,s
netb-11c249,61,1854,4135,9739,587,0.3166127292,28.61660364,14.11354908,22.64403939,18.5081938,5.252966559,3.864782956,d,d,d,s
netb-11c307,23,782,1748,4060,292,0.3734015345,24.22287225,13.857289,24.13142074,20.02345269,5.191815857,3.682270306,d,d,d,s
netb-11c311,103,2770,6414,15383,806,0.2909747292,23.42044137,15.75351625,22.44499421,18.17325537,5.553429603,4.350218569,d,d,d,s
netb-11c323,31,695,1502,3499,300,0.4316546763,41.61494374,12.48276259,18.82653038,13.4923249,5.034532374,3.634600158,d,d,d,s
netb-11c325,47,992,2181,5318,411,0.4143145161,39.39300695,14.31959677,18.8029353,14.37296972,5.360887097,3.707392683,d,d,d,s
netb-11c326,41,871,2016,4624,319,0.3662456946,30.85638474,14.02264064,20.07303698,14.19658957,5.308840413,4.048205784,d,d,d,s
netb-11c338,28,602,1188,2954,269,0.4468438538,56.84741723,11.67627907,16.41426813,12.43186047,4.906976744,3.455168668,d,d,s,s
netb-11c372,64,1586,3466,8028,479,0.3020176545,38.09095694,12.76887768,19.93374119,14.80165905,5.061790668,3.567043392,d,d,d,s
netb-11c3b1,2,48,106,246,37,0.7708333333,37.65,13.10166667,19.82833333,14.70875,5.125,3.497767145,s,s,d,d
netb-11c3c9,6,48,109,263,32,0.6666666667,40.58811594,12.7175,15.36086957,8.376875,5.479166667,3.862153886,s,d,d,s
netb-11c423,21,435,908,2150,225,0.5172413793,50.86109831,11.83310345,17.1575576,12.2064532,4.942528736,3.483809257,d,d,d,s
netb-11c45c,25,553,1185,2835,285,0.5153707052,44.23045455,13.00614828,18.41363636,13.77620253,5.126582278,3.623596377,d,d,d,s
netb-11c473,14,480,1117,2611,243,0.50625,16.48502092,15.32141667,25.30019127,21.33329464,5.439583333,3.949748915,d,d,d,s
netb-11c491,4,92,217,487,53,0.5760869565,25.94434783,14.03869565,21.2126087,15.00228261,5.293478261,4.231193797,s,s,d,d
netb-11c495,32,490,1068,2475,236,0.4816326531,48.89934311,11.96693878,16.10105867,10.01655612,5.051020408,3.840632519,d,s,d,s
netb-11c4ae,29,681,1557,3752,331,0.4860499266,29.81146884,15.33562408,20.73318838,16.26133526,5.509544787,4.034758664,d,d,d,s
netb-11c4d9,2,35,86,216,27,0.7714285714,23.19821429,18.79657143,20.22928571,16.38742857,6.171428571,4.801700379,s,d,d,d
netb-11c520,16,495,1096,2619,259,0.5232323232,28.84482497,14.35377778,22.71783987,18.95893182,5.290909091,3.734120342,d,d,d,s
netb-11c540,2,53,102,239,40,0.7547169811,53.7525,9.598490566,17.955,13.05943396,4.509433962,3.142061825,s,d,s,d
netb-11c550,17,482,1044,2381,255,0.5290456432,36.17117647,12.20224066,21.08676471,16.01308885,4.939834025,3.721434824,d,d,s,s
netb-11c5a6,4,88,186,477,61,0.6931818182,45.88978448,14.72681818,18.12008621,15.10034091,5.420454545,3.476288482,s,s,d,d
netb-11c6d3,29,773,1517,3532,334,0.4320827943,54.66509778,9.956481242,18.06328912,13.41856939,4.569210867,2.764014558,d,d,s,s
netb-11c6ff,77,1558,3314,7788,611,0.392169448,46.89911211,12.12955071,17.55746181,12.2308369,4.998716303,3.509934318,d,d,d,s
netb-11c702,3,167,321,770,92,0.5508982036,27.75930894,10.77964072,28.82634146,28.1200998,4.610778443,3.171448788,s,d,s,s
netb-11c70d,28,399,772,1756,194,0.4862155388,69.93191121,8.000701754,12.88573858,6.423721805,4.401002506,2.894052149,s,s,s,s
netb-11c71b,29,607,1243,2882,240,0.3953871499,53.59268212,10.70372323,16.81653346,11.3983179,4.747940692,3.216113397,d,s,s,s
netb-11c730,5,57,123,301,41,0.7192982456,51.64914286,12.65403509,14.69585714,9.142105263,5.280701754,3.259288406,s,s,d,d
netb-11c753,44,645,1207,2844,236,0.3658914729,75.19624929,8.107472868,12.25955146,6.667359408,4.409302326,2.70226554,d,d,s,s
netb-11c757,10,222,466,1080,122,0.5495495496,48.01616968,11.47207207,17.91044796,12.58351351,4.864864865,2.990936719,s,d,s,s
netb-11c775,8,224,384,873,111,0.4955357143,75.38642857,6.059107143,15.55857143,10.92638393,3.897321429,2.435450964,s,d,s,s
netb-11c781,13,211,421,988,131,0.6208530806,63.5617171,9.909194313,14.28407583,8.739792198,4.682464455,2.956016532,s,d,s,s
netb-11c786,17,178,331,771,95,0.5337078652,80.06027916,6.842022472,10.5372549,4.206473893,4.331460674,2.670525577,s,s,s,s
netb-11c788,4,36,75,182,30,0.8333333333,63.45,10.63777778,12.50333333,6.881666667,5.055555556,3.256996268,s,s,s,d
netb-11c789,5,72,127,273,45,0.625,84.994,4.439444444,10.83988889,3.62875,3.791666667,2.260392665,s,s,s,d
netb-11c790,109,1058,1948,4632,433,0.4092627599,82.24435924,6.893534972,10.04143873,4.043929346,4.378071834,2.942224264,d,d,s,s
netb-11c795,6,98,213,470,69,0.7040816327,46.65469931,10.5877551,16.62634021,9.325442177,4.795918367,3.297986967,s,d,d,d
netb-11c796,34,250,450,1051,131,0.524,87.33176887,4.89392,8.741211003,2.047310588,4.204,2.459752833,s,s,s,s
netb-11c79a,6,120,210,488,63,0.525,80.485,6.632,12.86,7.724,4.066666667,2.676232842,s,s,s,s
netb-11c7a7,2,61,126,292,45,0.737704918,40.725,11.37639344,20.89,16.36622951,4.786885246,3.157685156,s,s,s,s
netb-11c7ae,5,157,380,889,79,0.5031847134,9.963548387,16.55235669,25.42903226,20.94,5.662420382,3.907455132,d,d,d,s
netb-11c7b0,6,63,121,271,41,0.6507936508,75.69178571,6.674285714,11.16849206,4.08047619,4.301587302,2.688216029,s,s,s,d
netb-11c7b5,6,63,119,267,42,0.6666666667,78.3775,6.300952381,10.79388889,3.781428571,4.238095238,2.849195296,s,s,s,d
netb-11c7bc,5,309,617,1420,160,0.5177993528,16.83632468,10.74239482,32.07231169,31.11466019,4.595469256,2.862792025,s,d,s,s
netb-11c7e8,84,1393,2700,6304,481,0.3452979182,66.85363362,9.024924623,13.87997416,8.176698971,4.525484566,3.026960134,d,s,s,s
netb-11c7f8,16,510,991,2232,226,0.4431372549,52.09246324,9.005019608,19.77026961,15.12067647,4.376470588,2.782902155,d,d,s,s
netb-11c805,17,277,521,1219,156,0.5631768953,70.54867647,8.259638989,13.25220588,7.444459546,4.400722022,3.132754555,s,d,s,s
netb-11c807,13,363,726,1691,173,0.476584022,51.29307692,10.53134986,18.9,14.47261284,4.658402204,3.286855813,d,d,s,s
netb-11c80a,10,326,643,1464,176,0.5398773006,48.46965385,9.69791411,20.43084615,16.02165644,4.490797546,2.831393028,s,d,s,s
netb-11c81b,15,393,782,1831,209,0.5318066158,53.54129932,10.46534351,18.14179592,13.6140458,4.659033079,2.921496372,d,d,s,s
netb-11c826,17,370,717,1558,175,0.472972973,62.80274245,7.599567568,15.76472178,9.28527186,4.210810811,2.603301831,s,d,s,s
netb-11c82b,21,334,670,1541,177,0.5299401198,62.05941767,9.467904192,14.3889673,8.253249216,4.613772455,3.020477342,d,d,s,d
netb-11c840,32,618,1156,2666,263,0.425566343,70.30748095,8.033139159,14.0854751,8.544793689,4.313915858,2.563466354,d,d,s,s
netb-11c843,22,554,1134,2597,257,0.463898917,49.56990119,10.58837545,18.43675889,13.24009682,4.687725632,3.089804047,d,d,s,s
netb-11c847,16,360,669,1504,158,0.4388888889,67.65167805,7.449777778,15.22448004,9.497333333,4.177777778,2.659689948,s,d,s,s
netb-11c852,20,420,861,1993,216,0.5142857143,53.72683592,10.69247619,16.8282327,11.42007143,4.745238095,3.007031631,d,d,s,s
netb-11c85b,12,329,605,1350,162,0.4924012158,65.04593496,7.248024316,16.8352439,11.60508105,4.103343465,2.431109371,s,d,s,s
